Name,Brand,Categories,PrimaryCategories,Reviews.Date,Reviews.Text,Reviews.Title,Sentiment,Full_Review,Sentiment_Score,Sentiment_Category
Chairs LG,LG,Furniture,Chairs,2024-09-24,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.98,Positive
Microphones HP,HP,Audio,Microphones,2024-06-01,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.72,Positive
Beds Samsung,Samsung,Furniture,Beds,2024-06-03,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.8,Positive
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-06-03,It's fine.,Average,Neutral,It's fine. Average,0.61,Neutral
Beds Apple,Apple,Furniture,Beds,2024-01-12,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.94,Positive
Tables LG,LG,Furniture,Tables,2024-03-06,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.93,Positive
Beds LG,LG,Furniture,Beds,2024-10-03,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.83,Positive
Beds Samsung,Samsung,Furniture,Beds,2024-08-27,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.43,Neutral
Microphones Bose,Bose,Audio,Microphones,2024-10-19,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.97,Positive
Beds Amazon,Amazon,Furniture,Beds,2024-09-05,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.93,Positive
Gaming HP,HP,Computers,Gaming,2024-09-26,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.73,Positive
Kitchen LG,LG,Appliances,Kitchen,2024-02-16,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.4,Neutral
Kitchen Apple,Apple,Appliances,Kitchen,2024-09-26,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.31,Negative
Kitchen Bose,Bose,Appliances,Kitchen,2024-01-08,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.85,Positive
Beds Sony,Sony,Furniture,Beds,2024-05-26,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.78,Positive
Laptops Sony,Sony,Computers,Laptops,2024-11-09,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.6,Neutral
Laptops LG,LG,Computers,Laptops,2024-03-14,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.64,Neutral
Kitchen Sony,Sony,Appliances,Kitchen,2024-04-26,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.92,Positive
Gaming Bose,Bose,Computers,Gaming,2024-09-02,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.68,Neutral
Tables LG,LG,Furniture,Tables,2024-01-30,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.92,Positive
Accessories ASUS,ASUS,Computers,Accessories,2024-03-24,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.09,Negative
Laundry Apple,Apple,Appliances,Laundry,2024-03-20,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.79,Positive
Tables ASUS,ASUS,Furniture,Tables,2024-07-25,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.63,Neutral
Microphones LG,LG,Audio,Microphones,2024-10-02,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.36,Negative
Laptops Amazon,Amazon,Computers,Laptops,2024-04-22,It's fine.,Average,Neutral,It's fine. Average,0.46,Neutral
Cameras Dell,Dell,Electronics,Cameras,2024-08-27,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.82,Positive
Speakers Apple,Apple,Audio,Speakers,2024-08-07,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.18,Negative
Earphones LG,LG,Audio,Earphones,2024-07-01,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.51,Neutral
Earphones ASUS,ASUS,Audio,Earphones,2024-11-17,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.95,Positive
Laptops HP,HP,Computers,Laptops,2024-04-15,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.88,Positive
Chairs Samsung,Samsung,Furniture,Chairs,2024-11-18,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.36,Negative
Chairs HP,HP,Furniture,Chairs,2024-10-13,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.07,Negative
Kitchen Sony,Sony,Appliances,Kitchen,2024-03-09,It's fine.,It's okay,Neutral,It's fine. It's okay,0.62,Neutral
Chairs Bose,Bose,Furniture,Chairs,2024-08-17,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.93,Positive
Gaming Bose,Bose,Computers,Gaming,2024-06-21,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.47,Neutral
Phones Samsung,Samsung,Electronics,Phones,2024-03-02,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.41,Neutral
Laundry Sony,Sony,Appliances,Laundry,2024-11-08,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.85,Positive
Tables HP,HP,Furniture,Tables,2024-02-22,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.74,Positive
Kitchen Apple,Apple,Appliances,Kitchen,2024-02-15,It's fine.,It's okay,Neutral,It's fine. It's okay,0.58,Neutral
Cameras Samsung,Samsung,Electronics,Cameras,2024-11-08,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.9,Positive
Gaming Apple,Apple,Computers,Gaming,2024-11-13,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.26,Negative
Kitchen Bose,Bose,Appliances,Kitchen,2024-06-23,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.08,Negative
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-03-15,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.21,Negative
Phones HP,HP,Electronics,Phones,2024-02-05,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.15,Negative
Microphones HP,HP,Audio,Microphones,2024-09-21,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.04,Negative
Laundry Bose,Bose,Appliances,Laundry,2024-09-25,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.12,Negative
Cleaning Apple,Apple,Appliances,Cleaning,2024-03-24,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.94,Positive
Tables Sony,Sony,Furniture,Tables,2024-09-23,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.48,Neutral
Chairs Dell,Dell,Furniture,Chairs,2024-08-26,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.56,Neutral
Cameras Dell,Dell,Electronics,Cameras,2024-02-20,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.28,Negative
Speakers Sony,Sony,Audio,Speakers,2024-06-29,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.97,Positive
Chairs ASUS,ASUS,Furniture,Chairs,2024-10-15,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.66,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-02-25,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.85,Positive
Accessories HP,HP,Computers,Accessories,2024-06-08,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.36,Negative
Speakers LG,LG,Audio,Speakers,2024-02-24,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.71,Positive
Laptops Bose,Bose,Computers,Laptops,2024-11-11,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.43,Neutral
Accessories Samsung,Samsung,Computers,Accessories,2024-07-08,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.57,Neutral
Cameras Dell,Dell,Electronics,Cameras,2024-08-29,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.95,Positive
Smart Devices Sony,Sony,Electronics,Smart Devices,2024-04-08,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.91,Positive
Accessories Dell,Dell,Computers,Accessories,2024-05-04,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.64,Neutral
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-09-12,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.68,Neutral
Microphones Sony,Sony,Audio,Microphones,2024-02-22,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.39,Negative
Beds HP,HP,Furniture,Beds,2024-08-13,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.27,Negative
Beds Sony,Sony,Furniture,Beds,2024-06-01,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.09,Negative
Cleaning LG,LG,Appliances,Cleaning,2024-07-02,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.66,Neutral
Gaming LG,LG,Computers,Gaming,2024-03-08,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.3,Negative
Phones Amazon,Amazon,Electronics,Phones,2024-02-25,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.95,Positive
Beds HP,HP,Furniture,Beds,2024-09-18,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.37,Negative
Laundry ASUS,ASUS,Appliances,Laundry,2024-11-14,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.85,Positive
Cameras Sony,Sony,Electronics,Cameras,2024-07-29,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.64,Neutral
Accessories Dell,Dell,Computers,Accessories,2024-04-21,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.29,Negative
Laundry Dell,Dell,Appliances,Laundry,2024-07-12,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.41,Neutral
Earphones Samsung,Samsung,Audio,Earphones,2024-05-05,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.34,Negative
Kitchen Dell,Dell,Appliances,Kitchen,2024-10-13,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.52,Neutral
Smart Devices ASUS,ASUS,Electronics,Smart Devices,2024-07-25,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.46,Neutral
Tables Samsung,Samsung,Furniture,Tables,2024-10-23,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.66,Neutral
Cleaning Apple,Apple,Appliances,Cleaning,2024-10-17,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.84,Positive
Beds Samsung,Samsung,Furniture,Beds,2024-08-07,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.54,Neutral
Earphones LG,LG,Audio,Earphones,2024-07-16,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.37,Negative
Tables Amazon,Amazon,Furniture,Tables,2024-05-18,It's fine.,Average,Neutral,It's fine. Average,0.67,Neutral
Gaming Amazon,Amazon,Computers,Gaming,2024-08-13,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.49,Neutral
Cameras Amazon,Amazon,Electronics,Cameras,2024-01-13,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.5,Neutral
Phones Apple,Apple,Electronics,Phones,2024-06-11,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.11,Negative
Laptops Sony,Sony,Computers,Laptops,2024-03-25,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.02,Negative
Gaming Apple,Apple,Computers,Gaming,2024-07-17,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.1,Negative
Cleaning LG,LG,Appliances,Cleaning,2024-01-06,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.64,Neutral
Gaming Apple,Apple,Computers,Gaming,2024-07-25,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,1.0,Positive
Earphones Amazon,Amazon,Audio,Earphones,2024-09-20,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.64,Neutral
Chairs ASUS,ASUS,Furniture,Chairs,2024-10-19,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.87,Positive
Speakers Bose,Bose,Audio,Speakers,2024-07-23,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.82,Positive
Cameras Sony,Sony,Electronics,Cameras,2024-04-29,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.14,Negative
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-06-10,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.75,Positive
Laptops Bose,Bose,Computers,Laptops,2024-04-20,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.82,Positive
Beds Sony,Sony,Furniture,Beds,2024-07-19,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.19,Negative
Gaming Dell,Dell,Computers,Gaming,2024-03-13,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.54,Neutral
Phones HP,HP,Electronics,Phones,2024-06-26,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,1.0,Positive
Microphones Sony,Sony,Audio,Microphones,2024-09-29,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.88,Positive
Laundry Dell,Dell,Appliances,Laundry,2024-09-19,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.83,Positive
Chairs Sony,Sony,Furniture,Chairs,2024-06-13,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.03,Negative
Laptops Amazon,Amazon,Computers,Laptops,2024-11-13,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.53,Neutral
Microphones Dell,Dell,Audio,Microphones,2024-09-20,It's fine.,Average,Neutral,It's fine. Average,0.44,Neutral
Microphones Amazon,Amazon,Audio,Microphones,2024-10-21,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.15,Negative
Cleaning Apple,Apple,Appliances,Cleaning,2024-09-24,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.33,Negative
Microphones HP,HP,Audio,Microphones,2024-07-04,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.85,Positive
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-07-04,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.76,Positive
Gaming Apple,Apple,Computers,Gaming,2024-06-26,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.64,Neutral
Phones Samsung,Samsung,Electronics,Phones,2024-06-12,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.49,Neutral
Tables Sony,Sony,Furniture,Tables,2024-09-28,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.58,Neutral
Earphones Sony,Sony,Audio,Earphones,2024-08-05,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.84,Positive
Earphones HP,HP,Audio,Earphones,2024-08-17,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.41,Neutral
Laptops LG,LG,Computers,Laptops,2024-04-06,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.53,Neutral
Tables Amazon,Amazon,Furniture,Tables,2024-03-29,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.24,Negative
Phones Amazon,Amazon,Electronics,Phones,2024-03-22,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.11,Negative
Tables ASUS,ASUS,Furniture,Tables,2024-04-27,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,1.0,Positive
Tables LG,LG,Furniture,Tables,2024-01-25,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.17,Negative
Chairs Dell,Dell,Furniture,Chairs,2024-03-24,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.91,Positive
Smart Devices ASUS,ASUS,Electronics,Smart Devices,2024-09-27,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.02,Negative
Kitchen Sony,Sony,Appliances,Kitchen,2024-05-02,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.93,Positive
Phones Samsung,Samsung,Electronics,Phones,2024-09-23,It's fine.,It's okay,Neutral,It's fine. It's okay,0.62,Neutral
Smart Devices HP,HP,Electronics,Smart Devices,2024-11-01,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.71,Positive
Laundry Apple,Apple,Appliances,Laundry,2024-01-14,It's fine.,Average,Neutral,It's fine. Average,0.63,Neutral
Speakers Samsung,Samsung,Audio,Speakers,2024-04-08,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.17,Negative
Cameras Dell,Dell,Electronics,Cameras,2024-01-07,It's fine.,It's okay,Neutral,It's fine. It's okay,0.47,Neutral
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-04-17,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.32,Negative
Earphones Amazon,Amazon,Audio,Earphones,2024-08-03,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.32,Negative
Cameras LG,LG,Electronics,Cameras,2024-08-17,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.48,Neutral
Beds Sony,Sony,Furniture,Beds,2024-10-28,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.83,Positive
Smart Devices Samsung,Samsung,Electronics,Smart Devices,2024-10-08,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.86,Positive
Phones ASUS,ASUS,Electronics,Phones,2024-04-26,It's fine.,It's okay,Neutral,It's fine. It's okay,0.47,Neutral
Accessories Amazon,Amazon,Computers,Accessories,2024-01-28,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.97,Positive
Chairs LG,LG,Furniture,Chairs,2024-04-12,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.85,Positive
Gaming LG,LG,Computers,Gaming,2024-08-11,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.87,Positive
Kitchen LG,LG,Appliances,Kitchen,2024-01-18,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.11,Negative
Phones Bose,Bose,Electronics,Phones,2024-06-12,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.18,Negative
